Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,DS,2008,Adventure,Marvelous Interactive,0,0,3,0,3,,,,,
House M.D.,DS,2010,Adventure,Mindscape,2,0,0,0,3,,,,,Legacy Interactive
thinkSMART FAMILY!,Wii,2010,Misc,Conspiracy Entertainment,3,0,0,0,3,,,tbd,,Mentor Interactive
Ultimate Block Party,PSP,2004,Puzzle,505 Games,3,0,0,0,3,76,12,tbd,,Magicpot
Last Escort: Club Katze,PSP,2010,Adventure,D3Publisher,0,0,3,0,3,,,,,
Renai Revenge,PSV,2015,Adventure,TGL,0,0,3,0,3,,,,,
Stacked with Daniel Negreanu,XB,2006,Misc,Myelin Media,2,1,0,0,3,61,20,tbd,,5000ft
Mahjong 300,DS,2011,Puzzle,Avanquest,0,3,0,0,3,,,,,
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,2010,Adventure,Yeti,0,0,3,0,3,,,,,
Konami Classics Series: Arcade Hits,DS,2007,Misc,Konami Digital Entertainment,1,0,2,0,3,76,29,tbd,,M2
WRC 5: FIA World Rally Championship,PSV,2015,Sports,Bigben Interactive,0,2,0,1,3,,,,,
Infinite Stratos 2: Ignition Hearts,PSV,2014,Adventure,5pb,0,0,3,0,3,,,,,
Otometeki Koi Kakumei * Love Revo,PS2,2006,Adventure,Interchannel,0,0,3,0,3,,,,,
Guitar Hero: World Tour,PC,2009,Misc,Aspyr,0,3,0,1,3,,,7.8,9,Neversoft Entertainment
Super Meat Boy: Ultra Edition!,PC,2011,Platform,Unknown,0,2,0,1,3,,,,,
Dr. Muto,GC,2002,Platform,Midway Games,2,1,0,0,3,63,6,tbd,,Midway
Super Heroine Chronicle,PS3,2014,Role-Playing,Namco Bandai Games,0,0,3,0,3,,,,,
Otomedius Gorgeous,X360,2008,Shooter,Konami Digital Entertainment,0,0,3,0,3,,,,,
Egg Mania: Eggstreme Madness,PS2,2002,Puzzle,Kemco,2,1,0,0,3,64,8,tbd,,Kemco
Alter Ego,PC,1985,Simulation,Activision,0,3,0,1,3,59,9,5.8,19,"Viva Media, Viva Media, LLC"
Kiniro no Corda 3,PS2,2010,Adventure,Tecmo Koei,0,0,3,0,3,,,,,
Zero Escape: Virtue's Last Reward,3DS,2012,Adventure,Rising Star Games,3,0,0,0,3,88,15,8.8,188,ChunSoft
Darkstalkers Resurrection,PS3,2013,Fighting,Capcom,0,0,3,0,3,80,33,7.3,27,Iron Galaxy Studios
Transformers: Devastation,PC,2015,Action,Activision,0,3,0,0,3,74,9,7.6,56,PlatinumGames
MotoGP 15,XOne,2015,Racing,Milestone S.r.l.,0,3,0,0,3,65,9,,,Milestone S.r.l
Highschool Terra Story,SAT,1998,Adventure,KID,0,0,3,0,3,,,,,
Summer Athletics: The Ultimate Challenge,X360,2008,Sports,DTP Entertainment,2,1,0,0,3,48,10,tbd,,49Games
The Golf Club,XOne,2014,Sports,Unknown,3,0,0,0,3,64,15,5.4,59,HB Studios Multimedia
Emergency! Disaster Rescue Squad,DS,2009,Simulation,Destineer,3,0,0,0,3,,,,,
Neverwinter Nights,PC,2002,Role-Playing,Atari,0,3,0,0,3,91,34,8.2,490,BioWare
Suggoi! Arcana Heart 2,PS2,2009,Fighting,AQ Interactive,0,0,3,0,3,,,,,
Crazy Machines,DS,2008,Puzzle,DTP Entertainment,0,3,0,0,3,,,,,
Ebikore Photo Kano Kiss,PSV,2015,Action,Kadokawa Games,0,0,3,0,3,,,,,
East India Company Collection,PC,2010,Misc,Paradox Interactive,0,3,0,0,3,,,tbd,,Nitro Games
Mother Goose no Himitsu no Yakata,PSP,2011,Adventure,Quinrose,0,0,3,0,3,,,,,
Fast & Furious: Showdown,X360,2013,Action,Activision,0,3,0,0,3,,,,,
Winning Post 7 2009,PSP,2009,Sports,Tecmo Koei,0,0,3,0,3,,,,,
Puzzle & Action: Tant-R,GEN,1994,Misc,Sega,0,0,3,0,3,,,,,
Code Lyoko: Quest for Infinity,PSP,2008,Action,Game Factory,3,0,0,0,3,,,tbd,,Neko Entertainment
The Voice,PS3,2014,Action,Activision,2,0,0,1,3,,,tbd,,Activision
Digimon World 4,XB,2005,Role-Playing,Atari,2,1,0,0,3,54,5,8.8,4,Bandai
Guilty Gear XX Accent Core Plus,Wii,2009,Fighting,PQube,1,2,0,0,3,76,10,7.3,9,Arc System Works
Kekkaishi: Kokubourou Shuurai,DS,2008,Action,Namco Bandai Games,0,0,3,0,3,,,,,
Galleon: Islands of Mystery,XB,2004,Action,SCi,2,1,0,0,3,67,40,7,10,Confounding Factor
Montessori Music,DS,2008,Misc,Oxygen Interactive,1,2,0,0,3,,,tbd,,Will
World Sports Competition,PS3,2009,Sports,Hudson Soft,2,0,0,1,3,,,,,
Shugo Chara! Amunonijiro Chara Change,DS,2008,Action,Konami Digital Entertainment,0,0,3,0,3,,,,,
Renai 0 Kilometer,PSP,2013,Adventure,Alchemist,0,0,3,0,3,,,,,
Sunny Garcia Surfing,PS2,2001,Sports,Ubisoft,2,1,0,0,3,61,11,7.9,7,Krome Studios
Far East of Eden Shinden,NG,1995,Fighting,Hudson Soft,0,0,3,0,3,,,,,
Tantei Jinguuji Saburo DS: Kienai Kokoro,DS,2008,Adventure,Arc System Works,0,0,3,0,3,,,,,
Lock On: Modern Air Combat,PC,2003,Simulation,Ubisoft,0,3,0,1,3,76,20,7.5,549,Eagle Dynamics
MotorHead,PS,1998,Racing,Gremlin Interactive Ltd,2,1,0,0,3,,,,,
Max & the Magic Marker,Wii,2011,Platform,Unknown,0,3,0,0,3,,,,,
Ao no Kanata no Four Rhythm,PSV,2016,Adventure,Unknown,0,0,3,0,3,,,,,
StormLover,PSP,2010,Adventure,D3Publisher,0,0,3,0,3,,,,,
Gloria Union,PSP,2011,Role-Playing,Atlus,0,0,3,0,3,,,,,
Gensou Suikoden I & II,PSP,2006,Role-Playing,Konami Digital Entertainment,0,0,3,0,3,,,,,
Worms: WMD,PS4,2016,Action,Sold Out,1,2,0,0,3,78,23,7.6,19,Team 17
Shaun White Skateboarding,PC,2010,Sports,Ubisoft,0,3,0,1,3,,,7.3,6,Ubisoft Montreal
Eyeshield 21: DevilBats DevilDays,GBA,2006,Role-Playing,Nintendo,0,0,3,0,3,,,,,
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,2014,Misc,Namco Bandai Games,0,0,3,0,3,,,,,
Jyuzaengi: Engetsu Sangokuden,PSP,2012,Action,Idea Factory,0,0,3,0,3,,,,,
Ratatouille,PC,2007,Action,THQ,1,1,0,0,3,,,7.9,9,Asobo Studio
Shin Sangoku Musou Online: Kamishou Ranbu,PS3,2010,Action,Tecmo Koei,0,0,3,0,3,,,,,
Rabbids Land,WiiU,2012,Misc,Ubisoft,1,1,0,0,3,52,26,5.2,29,Ubisoft Paris
Dancing Blade II: Tears of Eden,PS,1999,Adventure,Konami Digital Entertainment,0,0,3,0,3,,,,,
Kokoro no Kokoron,DS,2011,Misc,Namco Bandai Games,0,0,3,0,3,,,,,
Hiiro no Kakera 3: Aoikuro no Kusabi,PS2,2008,Adventure,Idea Factory,0,0,3,0,3,,,,,
BeatMania IIDX 13: DistorteD,PS2,2007,Simulation,Konami Digital Entertainment,0,0,3,0,3,,,,,
Guild Wars,PC,2005,Role-Playing,NCSoft,3,0,0,0,3,89,53,8.4,455,ArenaNet
Go! Go! Hypergrind,GC,2003,Sports,Atlus,2,1,0,0,3,,,,,
Great Edo Blacksmith,PSV,2014,Adventure,Nippon Ichi Software,0,0,3,0,3,,,,,
Keshisasu-Kun: Battle Kas-tival,DS,2010,Action,Konami Digital Entertainment,0,0,3,0,3,,,,,
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,2011,Misc,Namco Bandai Games,0,0,3,0,3,,,,,
Peak Performance,PS,1997,Racing,JVC,2,1,0,0,3,,,,,
Take On Helicopters,PC,2011,Simulation,Unknown,0,2,0,1,3,70,10,6.7,28,Bohemia Interactive
Young Justice: Legacy,3DS,2013,Action,Namco Bandai Games,3,0,0,0,3,,,7.1,7,Farsight Studios
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,2012,Adventure,ChunSoft,0,0,3,0,3,,,,,
DokiDoki Majo Shinpan! 2,DS,2008,Adventure,SNK Playmore,0,0,3,0,3,,,,,
S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,Konami Digital Entertainment,1,1,0,0,3,66,16,7.8,10,Genki
Freaky Flyers,XB,2003,Racing,Midway Games,2,1,0,0,3,64,22,tbd,,Midway
Nacho Libre,DS,2006,Action,Majesco Entertainment,3,0,0,0,3,56,6,5.8,6,BudCat
Power Rangers Super Megaforce,3DS,2014,Action,Namco Bandai Games,1,1,0,0,3,43,7,tbd,,Bandai Namco Games
Homeworld 2,PC,2003,Strategy,Vivendi Games,0,3,0,0,3,83,31,8.3,128,Relic
Zoboomafoo: Leapin' Lemurs!,PS,2001,Action,Encore,2,1,0,0,3,,,,,
Rayman 3: Hoodlum Havoc,PC,2003,Platform,Ubisoft,0,3,0,0,3,74,8,8.3,70,Ubisoft
Dennou Senki Virtual-On Force,X360,2010,Fighting,Sega,0,0,3,0,3,,,,,
Rugby 15,X360,2015,Sports,Bigben Interactive,0,3,0,0,3,,,,,HB Studios Multimedia
Nettou! Powerful Koushien,DS,2010,Sports,Konami Digital Entertainment,0,0,3,0,3,,,,,
Graffiti Kingdom,PS2,2004,Role-Playing,505 Games,1,1,0,0,3,71,27,7.1,12,Taito Corporation
King Arthur II,PC,2011,Strategy,Paradox Interactive,0,3,0,0,3,,,,,
Armored Core SL: Silent Line Portable,PSP,2009,Simulation,From Software,0,0,3,0,3,,,,,
Looney Tunes: Galactic Sports,PSV,2015,Action,Sony Computer Entertainment,0,2,0,1,3,,,tbd,,Virtual Toys
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,2008,Adventure,Marvelous Interactive,0,0,3,0,3,,,,,
Combat Elite: WWII Paratroopers,XB,N/A,Shooter,Unknown,2,1,0,0,3,56,11,tbd,,BattleBorne
Lethal Enforcers I & II,PS,1996,Shooter,Konami Digital Entertainment,2,1,0,0,3,,,,,
Bubble Bobble Evolution,PSP,2006,Puzzle,Rising Star Games,3,0,0,0,3,47,5,tbd,,Opus
Klonoa 2: Dream Champ Tournament,GBA,2002,Platform,Namco Bandai Games,2,1,0,0,3,78,20,9.3,6,Namco
Who Wants to be a Millionaire: 1st Edition,DS,2007,Misc,Ubisoft,0,3,0,0,3,,,,,
N+,PSP,2007,Platform,Atari,3,0,0,0,3,79,21,7.8,18,"Metanet Software Inc., SilverBirch Studios"
Minna no Golf Jou Vol.1,PSP,2007,Sports,Sony Computer Entertainment,0,0,3,0,3,,,,,
Ducati World Racing Challenge,PS,2001,Racing,Acclaim Entertainment,2,1,0,0,3,68,7,tbd,,Attention To Detail
Super Collapse! II,GBA,2004,Puzzle,Majesco Entertainment,2,1,0,0,3,,,,,
Pop'n Music 14 Fever!,PS2,2007,Misc,Konami Digital Entertainment,0,0,3,0,3,,,,,
Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,2005,Misc,Majesco Entertainment,2,1,0,0,3,,,,,
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,2010,Role-Playing,Gust,0,0,3,0,3,,,,,
Lux-Pain (JP sales),DS,2008,Adventure,Rising Star Games,0,0,3,0,3,,,,,
Smashing Drive,GBA,2004,Racing,Zoo Digital Publishing,2,1,0,0,3,,,tbd,,Raylight Studios
Away: Shuffle Dungeon,DS,2008,Role-Playing,Majesco Entertainment,2,0,0,0,3,65,17,tbd,,"Mistwalker, Artoon"
Big Mountain 2000,N64,1998,Sports,Imagineer,2,1,0,0,3,,,,,
Starshot: Space Circus Fever,N64,1998,Platform,Infogrames,2,1,0,0,3,,,,,
Charlie Blasts Territory,N64,1999,Action,Kemco,2,1,0,0,3,,,,,
Senko no Ronde DUO,X360,2010,Fighting,G.Rev,0,0,3,0,3,,,,,
Knights of Honor,PC,2004,Strategy,Sunflowers,0,2,0,1,3,77,26,9.1,89,Black Sea Studios
CIMA: The Enemy,GBA,2003,Role-Playing,Marvelous Interactive,2,1,0,0,3,70,11,tbd,,Neverland
Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009,Adventure,Konami Digital Entertainment,0,0,3,0,3,,,,,
The Inner World,PC,2013,Adventure,Headup Games,0,3,0,0,3,72,18,8.1,48,Headup Games
Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010,Fighting,Marvelous Interactive,0,0,3,0,3,,,,,
Code Geass: Hangyaku no Lelouch,DS,2007,Action,Namco Bandai Games,0,0,3,0,3,,,,,
Terraria,WiiU,2016,Action,505 Games,0,3,0,0,3,,,6.9,7,"Engine Software, Re-Logic"
Hudson x GReeeeN Live!? DeeeeS!?,DS,2010,Misc,Hudson Soft,0,0,3,0,3,,,,,
Daibakushou: Jinsei Gekijou,SNES,1995,Misc,Taito,0,0,3,0,3,,,,,
Marble Madness / Klax,GBA,2005,Puzzle,Zoo Digital Publishing,2,1,0,0,3,,,tbd,,Frame Studios Interactive
Downstream Panic!,PSP,2008,Action,Atari,3,0,0,0,3,,,,,
Suzumiya Haruhi no Chokuretsu,DS,2009,Adventure,Sega,0,0,3,0,3,,,,,
DJ Max Portable 3,PSP,2010,Misc,CyberFront,1,0,2,0,3,,,4.6,9,"PM Studios Inc., Pentavision Entertainment"
Boot Camp Academy,Wii,2010,Action,Zoo Games,3,0,0,0,3,,,tbd,,Ubisoft
The Idolmaster: Gravure For You! Vol. 5,PS3,2012,Misc,Namco Bandai Games,0,0,3,0,3,,,,,
S.Y.K Renshouden,PS2,2010,Adventure,Idea Factory,0,0,3,0,3,,,,,
Empire Earth II,PC,2005,Strategy,Vivendi Games,0,3,0,0,3,79,39,7.1,89,Mad Doc Software
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,2011,Adventure,Idea Factory,0,0,3,0,3,,,,,
Pet Alien: An Intergalactic Puzzlepalooza,DS,2007,Action,Game Factory,3,0,0,0,3,58,16,tbd,,Shin'en
Nectaris: Military Madness,PS,1998,Strategy,Hudson Soft,2,1,0,0,3,,,,,
Galaxy Angel II: Mugen Kairou no Kagi,PS2,2007,Strategy,Broccoli,0,0,3,0,3,,,,,
D.C.I.F.: Da Capo Innocent Finale,PS2,2009,Adventure,Sweets,0,0,3,0,3,,,,,
Konpeki no Kantai,SNES,1995,Strategy,Angel Studios,0,0,3,0,3,,,,,
Who Wants to be a Millionaire: 1st Edition,Wii,2007,Misc,Ubisoft,0,3,0,0,3,,,,,
BRAHMA Force: The Assault on Beltlogger 9,PS,1996,Shooter,JVC,2,1,0,0,3,,,,,
Tenka-bito,PS2,2006,Strategy,Sega,0,0,3,0,3,,,,,
Hot Pixel,PSP,2007,Puzzle,Atari,3,0,0,0,3,55,35,6.5,6,zSlide
Doodle Hex,DS,2008,Puzzle,Pinnacle,0,3,0,0,3,68,14,,,Tragnarion Studios
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,2015,Role-Playing,Compile Heart,0,0,3,0,3,,,,,
Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games,1,2,0,0,3,74,5,8.1,7,Milestone S.r.l
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,2009,Action,Takara Tomy,0,0,3,0,3,,,,,
Codename: Panzers Cold War,PC,2009,Strategy,Atari,0,2,0,0,3,67,28,5.8,8,Stormregion
Samurai Spirits: Tenkaichi Kenkakuden,PS2,N/A,Fighting,Unknown,0,0,3,0,3,,,,,
Robo Pit,PS,1995,Fighting,Kokopeli Digital Studios,2,1,0,0,3,,,,,
Story Hour: Adventures,Wii,2008,Adventure,Zoo Digital Publishing,3,0,0,0,3,,,tbd,,Other Ocean Interactive
Muv-Luv Alternative: Total Eclipse,PS3,2013,Simulation,5pb,0,0,3,0,3,,,,,
R-Type III: The Third Lightning,GBA,2004,Shooter,Zoo Digital Publishing,2,1,0,0,3,46,11,tbd,,Raylight Studios
Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,3,0,0,0,3,59,14,5.8,162,LucasArts
Heathcliff! The Fast and the Furriest,Wii,2010,Racing,Storm City Games,3,0,0,0,3,,,tbd,,Storm City Games
Darius Burst: Chronicle Saviours,PSV,2016,Action,Kadokawa Games,0,0,3,0,3,,,,,
Blokus Portable: Steambot Championship,PSP,2006,Puzzle,Majesco Entertainment,3,0,0,0,3,51,5,tbd,,Irem
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,2016,Role-Playing,Rocket Company,0,0,3,0,3,,,,,
Hakuouki,PS2,2008,Adventure,Idea Factory,0,0,3,0,3,,,,,
Atomic Betty,GBA,2005,Puzzle,Atari,2,1,0,0,3,62,10,7.5,6,"Big Blue Bubble Inc., Breakthrough New Media"
"Princess Natasha: Student, Secret Agent, Princess",DS,2006,Action,Zoo Digital Publishing,3,0,0,0,3,,,,,
Doom,PC,1992,Shooter,id Software,2,0,0,0,3,85,44,8.2,1796,id Software
Robin Hood: Defender of the Crown,XB,2003,Strategy,Capcom,2,1,0,0,3,57,13,tbd,,Atomic Planet Entertainment
Monster Hunter Frontier Online: Season 10,X360,2011,Role-Playing,Capcom,0,0,3,0,3,,,,,
Street Jam Basketball,GBA,2004,Sports,Zoo Digital Publishing,2,1,0,0,3,35,7,8,7,Prograph
Armored Core: Last Raven Portable,PSP,2010,Simulation,From Software,0,0,3,0,3,,,tbd,,From Software
Master of Monsters: Disciples of Gaia,PS,1997,Strategy,Agetec,2,1,0,0,3,,,,,
SD Gundam: Gashapon Wars,Wii,2010,Strategy,Namco Bandai Games,0,0,3,0,3,,,,,
Curious George,XB,2006,Action,Namco Bandai Games,2,1,0,0,3,57,11,tbd,,Monkey Bar Games
Disney's Aladdin,GBA,2003,Platform,Capcom,2,1,0,0,3,59,17,tbd,,Disney Interactive
Virtual Pool: Tournament Edition,XB,2005,Sports,Global Star,2,1,0,0,3,62,6,tbd,,Celeris
Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,2015,Action,Sega,0,0,3,0,3,,,,,
SimCity,PC,1988,Simulation,Maxis,0,2,0,1,3,64,75,2.2,4572,Maxis
Nippon no Asoko de,PSP,2008,Misc,Sony Computer Entertainment,0,0,3,0,3,,,,,
Harry Potter and the Half-Blood Prince,PC,2009,Action,Electronic Arts,0,3,0,0,3,64,14,6.1,35,EA Bright Light
Higurashi no Naku Koro ni Iki,PSV,2015,Action,Kaga Create,0,0,3,0,3,,,,,
Harley-Davidson: Road Trip,Wii,2010,Racing,Destineer,3,0,0,0,3,,,tbd,,Destineer
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015,Role-Playing,Idea Factory,1,1,1,0,3,,,,,
MapleStory DS,DS,2010,Role-Playing,Nexon,0,0,3,0,3,,,,,
Playmobil Top Agents,DS,2010,Action,JoWood Productions,0,3,0,0,3,,,,,Dreamcatcher
Doom 3 BFG Edition,PC,2012,Shooter,Bethesda Softworks,0,2,0,0,3,59,12,5.3,210,id Software
Pimp My Ride: Street Racing,DS,2009,Racing,Activision,3,0,0,0,3,,,tbd,,Virtuos
Romance of the Three Kingdoms II,3DS,2015,Strategy,Tecmo Koei,0,0,3,0,3,,,,,
Popeye: Rush for Spinach,GBA,2005,Platform,Atari,2,1,0,0,3,48,9,4.2,5,Magic Pockets
Culdcept,PS2,2002,Strategy,Sega,1,1,0,0,3,78,26,8.9,9,NEC Interchannel
Blue Breaker: Ken Yorimo Hohoemi o,PCFX,1996,Role-Playing,NEC,0,0,3,0,3,,,,,
Bladestorm: Nightmare,PS3,2015,Action,Tecmo Koei,0,0,3,0,3,,,7.4,5,Koei Tecmo Games
BeatMania IIDX 15: DJ Troopers,PS2,2008,Simulation,Konami Digital Entertainment,0,0,3,0,3,,,,,
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,PSP,2011,Misc,Unknown,0,0,3,0,3,,,,,
Planet of the Apes,GBA,2001,Action,Ubisoft,2,1,0,0,3,54,6,tbd,,Torus Games
OZMAFIA!! -vivace-,PSV,2015,Adventure,dramatic create,0,0,3,0,3,,,,,
Drake & Josh: Talent Showdown,DS,2007,Adventure,THQ,3,0,0,0,3,,,,,
Hissatsu Pachinko Collection 3,SNES,1995,Misc,Sunsoft,0,0,3,0,3,,,,,
Real World Golf,XB,2006,Sports,Mad Catz,2,1,0,0,3,74,12,tbd,,"Aqua Pacific, In2Games"
Kung Fu Panda: Showdown of Legendary Legends,3DS,2015,Action,Little Orbit,0,3,0,0,3,,,tbd,,"Vicious Cycle, Little Orbit"
Oumagatoki: Kaidan Romance,PSP,2012,Action,Quinrose,0,0,3,0,3,,,,,
GTR Evolution,PC,2008,Racing,Atari,0,2,0,0,3,83,19,8.2,63,SimBin
Mahjong Kakutou Club: Zenkoku Taisenban,PS3,2006,Misc,Konami Digital Entertainment,0,0,3,0,3,,,,,
Hayate no Gotoku! Nightmare Paradise,PSP,2009,Adventure,Konami Digital Entertainment,0,0,3,0,3,,,,,
Lords of the Fallen,PC,2014,Role-Playing,Square Enix,0,3,0,0,3,73,36,6.9,583,"City Interactive, Deck 13"
NBA 08,PSP,2007,Sports,Sony Computer Entertainment,3,0,0,0,3,75,18,7.5,8,SCEA
Sins of a Solar Empire,PC,2008,Strategy,Pinnacle,0,2,0,0,3,87,52,8.2,275,Ironclad Games
New Tokyo Legacy: Operation Babel,PSV,2015,Role-Playing,5pb,0,0,3,0,3,,,,,
The Wolf Among Us,X360,2011,Adventure,Telltale Games,1,2,0,0,3,83,5,7.7,88,
HappinessCharge PreCure! Kawarun Collection,3DS,2014,Misc,Namco Bandai Games,0,0,3,0,3,,,,,
Nanashi no Game Me,DS,2009,Action,Square Enix,0,0,3,0,3,,,,,
NBA 2K13,PC,2012,Sports,Take-Two Interactive,0,2,0,0,3,90,5,6.8,130,Visual Concepts
Resident Evil 4,PC,2007,Action,Ubisoft,0,2,0,0,3,76,15,7.4,242,Capcom
DICE: DNA Integrated Cybernetic Enterprises,PS2,2005,Shooter,Namco Bandai Games,1,1,0,0,3,48,15,tbd,,Natsume
007: Quantum of Solace,PC,2008,Action,Activision,1,1,0,0,3,70,18,6.3,55,Treyarch
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,2007,Action,Namco Bandai Games,0,0,3,0,3,,,,,
Megpoid the Music#,PSP,2013,Misc,Asgard,0,0,3,0,3,,,,,
Batman: A Telltale Game Series,XOne,2016,Adventure,Telltale Games,2,1,0,0,3,,,4.3,7,Telltale Games
Wallace & Gromit in Project Zoo,XB,2003,Platform,BAM! Entertainment,2,1,0,0,3,,,,,
Boulder Dash: Rocks!,DS,2007,Puzzle,10TACLE Studios,0,3,0,0,3,,,,,
Grid Runner,PS,1996,Action,Virgin Interactive,2,1,0,0,3,,,,,
Saihai no Yukue,DS,2008,Strategy,Tecmo Koei,0,0,3,0,3,,,,,
Metal Dungeon,XB,2002,Role-Playing,Xicat Interactive,2,1,0,0,3,44,14,7.2,5,Panther Software
Drome Racers,GC,2003,Racing,Electronic Arts,2,1,0,0,3,54,5,6.6,5,Attention To Detail
World of Zoo,PC,2009,Simulation,THQ,0,2,0,1,3,,,8.4,11,Blue Fang Games
Guitar Freaks V & DrumMania V,PS2,2006,Simulation,Konami Digital Entertainment,0,0,3,0,3,,,,,
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,2009,Adventure,Level 5,0,0,3,0,3,,,,,
Royal Palace of White Sword and The City of Gentiles,PC,2009,Role-Playing,Take-Two Interactive,0,2,0,0,3,,,,,
Triple Pack: Xbox Live Arcade Compilation,X360,2011,Misc,Microsoft Game Studios,3,0,0,0,3,,,tbd,,Various
Gekido Advance: Kintaro's Revenge,GBA,2002,Action,Zoo Digital Publishing,2,1,0,0,3,70,7,7,4,Naps Team
Dream Pinball 3D,DS,2008,Misc,SouthPeak Games,3,0,0,0,3,,,tbd,,TopWare Interactive
Future Tactics: The Uprising,XB,2004,Strategy,JoWood Productions,2,1,0,0,3,61,24,tbd,,
Winter Sports 3: The Great Tournament,PS3,2010,Sports,Tradewest,0,2,0,1,3,,,,,49Games
Power Poke Dash,GBA,2006,Sports,Konami Digital Entertainment,0,0,3,0,3,,,,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,2009,Misc,D3Publisher,0,0,3,0,3,,,,,
Detective Opera: Milky Holmes 2,PSP,2012,Adventure,BushiRoad,0,0,3,0,3,,,,,
Nisekoi: Yomeiri!?,PSV,2014,Adventure,Konami Digital Entertainment,0,0,3,0,3,,,,,
Blaze Union: Story to Reach the Future,PSP,2010,Role-Playing,Sting,0,0,3,0,3,,,,,
Barbie and Her Sisters Puppy Rescue,Wii,2015,Action,Namco Bandai Games,0,3,0,0,3,,,tbd,,"Torus Games, Little Orbit"
Handball 16,PS3,2015,Sports,Bigben Interactive,0,2,0,0,3,,,tbd,,EKO Software
Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive,0,2,0,0,3,68,16,5.2,19,Nitro Games
World of Tanks,X360,N/A,Shooter,N/A,0,3,0,0,3,,,5.2,9,Microsoft Game Studios
LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,Disney Interactive Studios,3,0,0,0,3,73,11,6.6,17,Traveller's Tales
Race Driver 2006,PSP,2006,Racing,Codemasters,3,0,0,0,3,81,16,8.5,6,Sumo Digital
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS,2010,Adventure,Alchemist,0,0,3,0,3,,,,,
Samurai Warriors: Sanada Maru,PS4,2016,Action,Tecmo Koei,0,0,3,0,3,,,,,Omega Force
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,THQ,2,1,0,0,3,44,16,8.6,5,Natsume
Battlefield 1942: The WW II Anthology,PC,2004,Shooter,Electronic Arts,1,1,0,0,3,,,,,
Genkai Tokki: Seven Pirates,PSV,2016,Role-Playing,Compile Heart,0,0,3,0,3,,,,,
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,2011,Misc,Unknown,0,0,3,0,3,,,,,
Parfait,PSV,2015,Adventure,TGL,0,0,3,0,3,,,,,
Mighty No. 9,WiiU,2016,Platform,Deep Silver,2,1,0,0,3,48,9,4.6,78,Inti Creates
Roadsters,PS,2000,Racing,Titus,2,1,0,0,3,,,tbd,,
Merv Griffin's Crosswords,DS,2008,Puzzle,ValuSoft,3,0,0,0,3,,,,,
DeathSmiles II,X360,2010,Shooter,Cave,0,0,3,0,3,,,,,
The Great Mystery Hidden Object Package 5,PC,2015,Adventure,Rondomedia,0,3,0,0,3,,,,,
Kenka Bancho Otome,PSV,2016,Action,Screenlife,0,0,3,0,3,,,,,
Calcio Bit,GBA,2006,Sports,Nintendo,0,0,3,0,3,,,,,
Star Trek: The Game,PC,2013,Action,Namco Bandai Games,0,2,0,0,3,,,,,
Whiteout,XB,2002,Racing,Konami Digital Entertainment,2,1,0,0,3,58,4,tbd,,Konami
Galaxy Angel II: Zettairyouiki no Tobira,PS2,2006,Strategy,Broccoli,0,0,3,0,3,,,,,
Kung Fu Panda: Legendary Warriors,DS,2008,Action,Activision,2,0,0,0,3,73,7,tbd,,Artificial Mind and Movement
Hyakumanton no Bara Bara,PSP,2010,Strategy,Sony Computer Entertainment,0,0,3,0,3,,,,,
